,id,xpos,ypos,zrotation,timestamp,confidence,track_id,track_confidence,bee_id,video
0,f10577568332468526808d0c0,837.337230682373,100.91723823547363,-0.35309383,0.0,0.76127183,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
1,f11069123709702866367d0c0,887.0208187103271,101.09842300415039,-0.2531301,0.1,0.9977259,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
2,f10257626701195958349d0c0,936.74534034729,138.785249710083,-0.09425467,0.4,0.9774645,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
3,f14557345343423417196d0c0,999.5330209732056,151.1011848449707,-0.07458329,0.5,0.9924331,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
4,f9556728764216821108d0c0,1037.2641792297363,139.69483184814453,0.11112584,0.6,0.962261,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
5,f12081009804369950300d1c0,1049.8287734985352,139.26789665222168,0.100314185,0.7,0.9962512,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
6,f16659377422836597889d0c0,1049.8928813934326,164.8137378692627,0.4459419,0.8,0.96803236,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
7,f15940572631484797047d1c0,1037.2197093963623,189.30009841918945,0.25470594,0.9,0.9475354,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
8,f13830277253232013809d0c0,1049.8282375335693,189.47887992858887,0.24494474,1.0,0.9923177,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
9,f11007116883666319051d0c0,1062.5890636444092,176.51093864440918,0.17608081,1.1,0.97499955,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
10,f11123913963659417055d0c0,1062.292329788208,164.74927139282227,0.17411472,1.2,0.99037516,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
11,f13048564249740822777d0c0,1062.0956001281738,164.19894409179688,0.0738336,1.3,0.99898136,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
12,f16591134010124868965d0c0,1075.3217239379883,140.24355506896973,0.03704115,1.4,0.96397597,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
13,f11317604986353001536d0c0,1087.9814567565918,126.28815078735352,-0.060762063,1.5,0.99775285,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
14,f17872232862252498477d1c0,1112.379207611084,127.21365928649902,-0.11474745,1.6,0.9986605,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
15,f16560362630325670060d1c0,1125.9537658691406,114.92293739318848,-0.059142765,1.7,0.83702666,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
16,f14997436659640547492d1c0,1150.0017433166504,114.63039207458496,-0.3269042,1.8,0.9856479,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
17,f16038378169449928530d0c0,1211.9984617233276,139.3328399658203,-0.19944908,1.9,0.8258389,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
18,f9376481430733537891d0c0,1274.6419916152954,189.45639419555664,0.103440344,2.0,0.9807221,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
19,f14781302971379605817d1c0,1337.677978515625,240.35197067260742,0.27323446,2.1,0.94730014,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
20,f14794866174136407181d0c0,1387.7691020965576,264.87834548950195,0.16871363,2.2,0.98726577,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
21,f15158669467143740151d0c0,1424.8806705474854,265.6748504638672,0.28685144,2.4,0.28021586,0.0,0.8744103077606679,793.0,2018-08-19-16-52-52
22,f17228996336307704052d0c0,552.2834701538086,176.76646614074707,-0.3030781,7.1,0.84971166,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
23,f13157256207807268234d0c0,576.3618679046631,201.04009628295898,-0.1406654,7.2,0.999368,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
24,f11821109887912503122d0c0,526.6221084594727,213.78785705566406,-0.018139131,7.3,0.17016836,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
25,f11697646639373882071d0c0,464.4953956604004,212.14864921569824,1.2152106,7.5,0.4194369,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
26,f12079887314694021790d0c0,527.1646575927734,151.62208557128906,-0.15441449,15.4,0.929552,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
27,f10278114552474356856d0c0,526.2902927398682,189.40273666381836,0.20133789,15.5,0.99831086,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
28,f17215965428635900601d0c0,539.7648277282715,251.07818031311035,0.35726774,15.7,0.08347194,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
29,f13267026515843771181d0c0,565.0803508758545,250.16803169250488,0.6264064,15.8,0.27667007,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
30,f11624593291276251818d0c0,624.708662033081,239.30039024353027,0.56732035,15.9,0.9954788,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
31,f16289021308430221925d0c0,675.1321830749512,251.67292022705078,0.13737321,16.0,0.99733317,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
32,f17107082563668604828d0c0,737.1256380081177,239.5532398223877,-0.027980924,16.1,0.90542305,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
33,f12985141241852616428d0c0,774.5962533950806,189.44384765625,-0.26507124,16.2,0.9731787,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
34,f16572022964158245878d0c0,786.3804235458374,126.24853324890137,-0.62863946,16.3,0.97038984,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
35,f12550814782398223236d0c0,836.4348793029785,114.97088623046875,-0.4240185,16.4,0.8829692,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
36,f14468591359705723828d0c0,875.1618156433105,138.99414253234863,-0.32752126,16.5,0.9784025,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
37,f10674222315749664026d0c0,887.6008758544922,201.16122817993164,0.13676298,16.6,0.99450874,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
38,f12785792096925379810d0c0,765.1435108184814,211.49979496002197,1.3457147,16.9,0.72373444,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
39,f15389616044497331636d0c0,713.6620197296143,198.30622005462646,2.1829436,17.0,0.16420321,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
40,f12388333936926690787d0c0,663.0250034332275,148.2830638885498,2.6487026,17.1,0.25314772,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
41,f10802302499266221682d0c0,612.3120498657227,98.97322940826416,-3.0704992,17.2,0.12742166,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
42,f11540044420483966693d0c0,625.2534294128418,100.87969779968262,-2.790398,17.4,0.36960542,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
43,f16729740192909605886d0c0,638.0468673706055,138.3508186340332,-2.9145555,17.5,0.25324166,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
44,f15952913869566436016d0c0,637.4684314727783,100.57577323913574,-2.4859748,17.6,0.3025294,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
45,f10187935734192552524d0c0,624.5851001739502,99.60405158996582,-2.5922334,17.7,0.9062657,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
46,f14060917166926028420d0c0,575.8023586273193,138.0615692138672,-2.994011,17.8,0.40646386,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
47,f18026556967299257241d0c0,524.9923934936523,111.91999435424805,-2.7072484,17.9,0.91928273,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
48,f14342247184289752428d0c0,487.83957290649414,136.3249387741089,-2.8137414,18.0,0.69273895,1.0,0.40030126984045095,1174.0,2018-08-19-16-52-52
