,id,localizerSaliency,beeID,xpos,ypos,camID,zrotation,timestamp,frameIdx,confidence,bee_id
1,f15554798149699398911d1c0,0.6878814101219177,"[0.00039672852, 0.9999974, 0.9997824, 0.9941532, 0.00023403764, 0.00011745095, 0.0038520098, 6.517768e-05, 2.321601e-05, 0.0002233386, 0.99995434, 0.00015422702]",1126.6295909881592,201.39332962036133,0,0.106817916,9.0,27,0.97779304,624
0,f15554798149699398911d0c0,0.5915250778198242,"[0.56730705, 0.8643298, 0.88349795, 0.8215269, 0.8561415, 0.7589941, 0.66838235, 0.8994824, 0.9202027, 0.9482551, 0.9706909, 0.97382134]",1062.297327041626,264.10001945495605,0,0.4753181,9.0,27,0.0032280243,2047
0,f12335977123391354328d0c0,0.6596348285675049,"[0.018485755, 0.99999845, 0.9998921, 0.9969938, 1.1891127e-05, 5.364418e-06, 0.0010735989, 0.00018107891, 5.3346157e-06, 0.0040664077, 0.8860021, 0.0001962781]",1188.617416381836,226.7715606689453,0,0.15124594,9.333333333333334,28,0.7306633,624
1,f12335977123391354328d1c0,0.5560906529426575,"[0.9742187, 0.99954396, 0.00991264, 0.99973196, 0.9999417, 0.9997981, 0.00074750185, 0.005882144, 0.9956108, 0.99948776, 0.44121435, 0.60997933]",937.0290946960449,101.80106163024902,0,-0.39866102,9.333333333333334,28,0.023444217,1500
0,f9871860311605702021d0c0,0.6909899711608887,"[7.5906515e-05, 0.99999857, 0.99578, 0.9983228, 0.00015231967, 0.0007145405, 0.011614293, 3.7252903e-06, 1.1920929e-07, 4.2021275e-06, 0.9997658, 9.5665455e-06]",1250.2512607574463,252.06695747375488,0,-0.04308568,9.666666666666666,29,0.96297127,624
1,f9871860311605702021d1c0,0.5563920736312866,"[0.92898715, 0.9999969, 0.0008918643, 0.9973853, 0.99999857, 0.9999993, 0.9739909, 4.068017e-05, 0.9993056, 1.0, 0.9999989, 0.4117759]",950.2290306091309,126.38693809509277,0,-0.6355303,9.666666666666666,29,0.1422967,3806
0,f9343107513611756696d0c0,0.6919494271278381,"[0.0013603568, 0.99999714, 0.99960023, 0.21761781, 0.002339244, 0.00019600987, 0.00016871095, 4.8577785e-06, 5.9604645e-07, 1.4603138e-06, 0.9954124, 1.1265278e-05]",1299.9268493652344,265.25404357910156,0,0.037132334,10.0,30,0.55457705,2656
1,f9343107513611756696d1c0,0.676018476486206,"[0.89679724, 0.9999987, 0.0020880997, 0.9979943, 0.99999917, 0.9999975, 0.94706386, 5.066395e-06, 0.9944794, 0.9999964, 0.99998856, 0.9121568]",999.9569797515869,139.28224754333496,0,-0.47962302,10.0,30,0.57369924,2014
0,f11563033568565395092d0c0,0.6892749071121216,"[0.01176852, 0.9999238, 0.981398, 0.97788334, 0.0001848638, 5.683303e-05, 0.00059974194, 1.4692545e-05, 6.2584877e-07, 5.8054924e-05, 0.99066585, 0.00037559867]",1350.6432437896729,251.99070167541504,0,-0.19845048,10.333333333333334,31,0.8793672,624
1,f11563033568565395092d1c0,0.6335719227790833,"[0.87965333, 0.914993, 0.92935526, 0.77706206, 0.7922995, 0.9376354, 0.9760467, 0.89943767, 0.88732237, 0.88188314, 0.7342805, 0.883465]",1074.733338356018,88.58935546875,0,-1.859315,10.333333333333334,31,0.024813376,2047
0,f18412100339080584888d0c0,0.5822760462760925,"[0.41192123, 0.609461, 0.5113549, 0.8051134, 0.15425646, 0.0065071285, 0.0077911913, 0.0035983026, 0.051363766, 0.07116774, 0.33523187, 0.5252545]",1374.37824344635,239.79775047302246,0,-0.28618866,10.666666666666666,32,4.566119e-06,368
0,f12778703607629378064d0c0,0.6501986384391785,"[0.3129358, 0.7226276, 0.63883364, 0.94450843, 0.005571246, 0.0059545636, 0.001989305, 0.0009019375, 0.14315051, 0.24191797, 0.47787935, 0.46147737]",1374.4003238677979,252.47787475585938,0,-0.10107587,11.333333333333334,34,5.015985e-05,2160
1,f12778703607629378064d1c0,0.6461281776428223,"[0.022511452, 0.9997379, 3.4719706e-05, 0.989394, 0.99999785, 0.99999917, 0.7396866, 1.5825033e-05, 0.99734384, 0.9999975, 0.9999876, 0.41425645]",1175.0605640411377,102.59420013427734,0,-0.20105037,11.333333333333334,34,0.07638118,1630
0,f18088730622012612327d0c0,0.5679672360420227,"[0.031787395, 0.90453845, 0.69568765, 0.021806061, 0.002559185, 0.0055823326, 0.0049411952, 0.0016413927, 0.010246962, 0.05425948, 0.50260067, 0.33580923]",1374.986701965332,277.47999000549316,0,0.1825296,11.666666666666666,35,0.00041063663,2656
1,f18088730622012612327d1c0,0.6779228448867798,"[0.9613779, 0.9993563, 0.06522277, 0.99930656, 0.9999987, 0.99999833, 0.08514011, 3.0130148e-05, 0.97528195, 0.9999186, 0.99963105, 0.039292514]",1188.2840118408203,127.11543083190918,0,-0.17230101,11.666666666666666,35,0.58099097,1756
1,f11954252883199736033d1c0,0.6702523827552795,"[0.9910409, 0.9997969, 0.6540224, 0.98652285, 0.9999982, 0.9999951, 0.3660397, 0.00016751885, 0.9086738, 0.9957676, 0.94865125, 0.019817322]",1200.5512504577637,139.92540550231934,0,0.030701214,12.0,36,0.055038102,3836
0,f11954252883199736033d0c0,0.6126760840415955,"[0.5982115, 0.9483617, 0.99223083, 0.92476624, 0.5687161, 0.57383657, 0.0068074465, 0.014348626, 0.067296624, 0.92062116, 0.9120593, 0.8034355]",1350.9807090759277,276.1617069244385,0,1.1819036,12.0,36,0.0010429138,4092
1,f11649995985061112812d1c0,0.6631028652191162,"[0.99990785, 0.99997663, 0.15535283, 0.99992466, 0.99999857, 0.9999794, 0.21566504, 0.0020249188, 0.28683457, 0.9995061, 0.94338596, 0.009976]",1199.1323671340942,190.57986450195312,0,0.5733802,12.333333333333334,37,0.14444232,3804
0,f11649995985061112812d0c0,0.6810236573219299,"[0.02953595, 0.99993074, 0.99913424, 0.9504958, 0.039371133, 0.0036036372, 0.0010374784, 4.1604042e-05, 3.0636787e-05, 0.0015363395, 0.5799369, 0.0008123815]",1351.1017379760742,252.44638442993164,0,0.20132059,12.333333333333334,37,0.122877955,624
0,f17392880350557231382d0c0,0.684933602809906,"[0.1927883, 0.9986998, 0.99407154, 0.861654, 0.00092995167, 0.0013535619, 0.00013297796, 0.00035628676, 3.5703182e-05, 0.0031935275, 0.69535273, 0.0053532124]",1350.6961574554443,239.9591293334961,0,-0.2073136,12.666666666666666,38,0.16727461,624
1,f17392880350557231382d1c0,0.6060042381286621,"[0.9999814, 0.9999647, 0.00078073144, 0.99999034, 0.9999939, 0.99939215, 0.00017601252, 0.0007338524, 0.9580758, 0.99870014, 0.6538583, 0.02359131]",1200.5055847167969,215.04238319396973,0,0.86898965,12.666666666666666,38,0.26664856,1756
0,f18171085886717967217d0c0,0.6333057284355164,"[0.9723538, 0.6904072, 0.9894238, 0.9999151, 0.999954, 0.99829584, 0.9477672, 0.93481207, 0.97931755, 0.99996066, 0.99955744, 0.9997017]",1200.9753303527832,264.59712982177734,0,2.3054228,13.0,39,0.26152825,2047
1,f18171085886717967217d1c0,0.6888295412063599,"[0.24057096, 0.83892614, 0.6885513, 0.9711584, 0.0019984245, 0.00153023, 0.00050246716, 0.0005056262, 0.004183769, 0.040111423, 0.4519283, 0.2623373]",1362.0150060653687,227.36937713623047,0,-0.2829261,13.0,39,0.005162232,2160
0,f11586976310257926203d0c0,0.5915761590003967,"[0.2698945, 0.0013841987, 0.2610333, 0.03889689, 0.9981012, 0.9998672, 0.99981254, 0.6722462, 0.010385752, 0.9990889, 0.81792367, 0.9887765]",1275.0298976898193,264.17591094970703,0,0.23384124,13.666666666666666,41,0.04214854,3855
0,f11481443221871928868d0c0,0.5832432508468628,"[0.63287383, 0.99995863, 6.377697e-06, 0.9883901, 0.9996221, 0.999777, 0.00018268824, 0.0005122423, 0.9993199, 0.9980673, 0.9999479, 0.9999695]",1188.3065032958984,264.91712188720703,0,1.6481224,14.0,42,0.25748628,4060
1,f11481443221871928868d1c0,0.6617132425308228,"[0.43560013, 0.66861784, 0.9918773, 0.028271288, 0.0010370612, 5.26309e-05, 0.00044497848, 0.09820607, 0.30646193, 0.9895421, 0.8214336, 0.043441057]",1349.646011352539,126.08010292053223,0,-1.097167,14.0,42,0.007184911,1632
0,f17859081013807250476d0c0,0.6753258109092712,"[0.673658, 0.96849334, 0.9811429, 0.4868041, 0.037332237, 0.0013458133, 0.00030857325, 0.094684094, 0.115618855, 0.8720544, 0.71559066, 0.032347918]",1312.3222904205322,113.65679931640625,0,-1.7668657,14.333333333333334,43,0.0014254662,3808
0,f15818524778292884240d0c0,0.6711097955703735,"[0.06122008, 0.98229814, 0.9847503, 0.49684736, 0.41754064, 0.015794694, 0.00010162592, 0.0076957047, 0.48712, 0.85997367, 0.9944502, 0.14696953]",1274.6005725860596,126.07693099975586,0,-2.2711878,14.666666666666666,44,1.0534664e-05,1632
0,f12128653442383225916d0c0,0.5990310907363892,"[0.38167378, 0.5473202, 0.2765785, 0.5590465, 0.29252765, 0.7991871, 0.32849085, 0.34145156, 0.3852173, 0.6537708, 0.5961355, 0.67510813]",1239.9919548034668,275.7215118408203,0,1.4054049,15.0,45,1.5173975e-07,1876
1,f12128653442383225916d1c0,0.7002284526824951,"[0.029485315, 0.9971437, 0.9992048, 0.98052096, 0.06316656, 0.0004799366, 1.8447638e-05, 0.0020428002, 0.13423932, 0.25965366, 0.99959975, 0.0002901554]",1262.389684677124,125.90437507629395,0,-2.4069743,15.0,45,0.27402842,624
0,f16124941851802079710d0c0,0.5618418455123901,"[0.31935146, 0.25293016, 0.13837099, 0.036761373, 0.39377046, 0.3318706, 0.37610972, 0.07479432, 0.7492176, 0.9174566, 0.3778429, 0.63065183]",1299.087459564209,213.94648551940918,0,-0.9011936,15.333333333333334,46,4.7844474e-05,3328
1,f16124941851802079710d1c0,0.740091860294342,"[0.0031200945, 0.99996305, 0.99996555, 0.9921524, 0.0030114949, 0.00074988604, 2.6643276e-05, 0.00079482794, 0.00014811754, 0.0020062327, 0.99990857, 6.893277e-05]",1249.3541822433472,125.50414276123047,0,-2.656368,15.333333333333334,46,0.96459585,624
0,f12853298319919917449d0c0,0.7144361138343811,"[0.0005313754, 0.99999225, 0.99999845, 0.9995454, 0.0006749928, 0.0005904734, 3.951788e-05, 0.00012847781, 0.00016364455, 1.8835068e-05, 0.9999893, 9.2327595e-05]",1236.5269145965576,125.17098236083984,0,-2.9323254,15.666666666666666,47,0.9945834,624
1,f16779017819656704411d1c0,0.6521244645118713,"[6.6161156e-06, 0.99999833, 0.9999995, 0.99994886, 6.0617924e-05, 0.00012627244, 1.1622906e-06, 9.030104e-05, 5.722046e-06, 2.9802322e-08, 0.99999905, 3.1888485e-06]",1224.6929244995117,125.39303970336914,0,-3.1166167,16.0,48,0.9993039,624
0,f16779017819656704411d0c0,0.6309174299240112,"[0.66143477, 0.996046, 0.7513538, 0.6951622, 0.999984, 0.99990773, 0.050130785, 0.013635129, 0.19735032, 0.6857129, 0.8663873, 0.12370172]",1286.7815074920654,266.18690490722656,0,0.5481948,16.0,48,0.0068188235,1788
0,f9403230710237084001d0c0,0.5937542915344238,"[0.8599497, 0.57446694, 0.5926578, 0.6765391, 0.99822134, 0.99389875, 0.10827628, 0.2342385, 0.44494203, 0.4457723, 0.40282622, 0.65357053]",1299.1468324661255,266.198917388916,0,0.57427645,16.333333333333332,49,2.049835e-06,2556
1,f9403230710237084001d1c0,0.6681836843490601,"[0.5715743, 0.55231386, 0.37696418, 0.22221524, 0.56678367, 0.49789378, 0.6620456, 0.7556984, 0.42445707, 0.19596326, 0.40425786, 0.7621028]",1249.6905813217163,151.82063674926758,0,-0.46650478,16.333333333333332,49,1.7607894e-09,459
